nome,categoria,sinopse,preco
COMECE PELO PORQUÊ,Livraria Cultura,"Publicado anteriormente com o título Porquê?
                
                
                    
                        
                    
                
                
                    Mais de 160.000 exemplares vendidos no Brasil.
                
                
                    
                        
                    
                
                ","R$ 65,89"
COMO CHEGAR AO SIM,Negociação,,"R$ 65,89"
AS PRÁTICAS PARA A PROSPERIDADE DE O HOMEM MAIS RICO DA BABILÔNIA DE GEORGE S. CLASON,Livraria Cultura,"Este é um guia extremamente prático, que mostra como os conselhos de um dos mais famosos livros sobre finanças pessoais já escritos no mundo podem ser aplicados nos dias de hoje.

O homem mais rico da Babilônia é um best-seller internacional, com mais de 2 milhões de cópias vendidas em todo o mundo, que apresenta, por meio de uma coleção de parábolas, uma narrativa sobre como obter sucesso e fazer as melhores escolhas em todas as questões relacionadas ao dinheiro. 

Nesta versão, Karen McCreadie reúne As Grandes Lições do livro original e faz uma série de comentários com um olhar do nosso tempo. 

Ao todo são 52 excelentes estratégias que você pode colocar em prática imediatamente. Com elas, será capaz tanto de administrar melhor dívidas e maus investimentos como também multiplicar seus recursos e seu poder de compra, de forma rápida e crescente, sem fórmulas mágicas.","R$ 19,90"
STORYBRAND,Marketing,"A metodologia StoryBrand, de Donald Miller, provou ser uma solução para as dificuldades que os líderes empresariais enfrentam quando falam sobre seus negócios. Essa abordagem revolucionária, concentrada em criar uma conexão com os clientes, fornece aos leitores a vantagem competitiva definitiva, revelando o segredo para fazê-los captar o apelo irresistível dos benefícios de usar seus produtos, ideias ou serviços.

                    StoryBrand faz isso ensinando aos leitores os sete elementos universais das histórias, que influenciam todos os seres humanos; a verdadeira razão que leva os clientes a comprar; como simplificar uma mensagem de marca para que as pessoas a compreendam; e como criar as mensagens mais eficazes para sites, folhetos e mídias sociais.
Seja você diretor de marketing de uma empresa multibilionária, proprietário de uma pequena empresa, candidato a um cargo político ou vocalista de uma banda de rock, StoryBrand transformará para sempre a maneira como fala sobre quem você é, o que faz e o valor único que leva para seus clientes. Donald Miller, autor best-seller do New York Times , usa os sete elementos universais das histórias poderosas para ensinar aos leitores como aprimorar drasticamente o modo como se conectam com os clientes e   expandem seus negócios.","R$ 68,00"
O INVESTIDOR INTELIGENTE,Economia,"EDIÇÃO REVISADA
Atualizado com novos comentários de Jason Zweig. Prefácio e apêndice de Warren E. Buffett.","R$ 93,39"
O JOGO INFINITO,Comunicação Empresarial,"DO MESMO AUTOR DE 
                    COMECE PELO PORQUÊ,
                     QUE JÁ VENDEU MAIS DE 1 MILHÃO DE EXEMPLARES NO MUNDO, E 
                    JUNTOS SOMOS MELHORES
                    .
                
                
                    
                        
                    
                
                ","R$ 59,90"
O MAIOR VENDEDOR DO MUNDO,Vendas,"Reflexivo e singular, Og Mandino ensina, atravéz da história de um antigo comerciante e seus conselhos para seu aprendiz, como você pode mudar a sua vida para melhor. O maior vendedor do mundo traz sábios ensinamentos para alcançar o sucesso e é best-seller mundial, com mais de 1 milhão de exemplares vendidos no Brasil. 
                
 

                    O maior vendedor do mundo é a história de Hafid, um comerciante extremamente bem-sucedido que teria vivido há 2 mil anos. Já idoso e dono do maior império comercial do seu tempo, ele percebe em seu aprendiz, o leal Erasmo, um confidente digno de receber o conhecimento que o acompanhou por toda uma vida de sucesso, e que lhe fora transmitido muitos anos antes por seu mestre, Pathros.
Og Mandino, em uma de suas mais brilhantes obras, revela as sábias palavras guardadas por Erasmo, e mostra como aplicá-las no dia-a-dia e fazer dela a chave para o sucesso. A sabedoria de Og Mandino para alcançar tão extraordinário sucesso é apresentar a vida em termos mais claros e simples: verdade, sinceridade e fé. Pessoas de todos os níveis e atividades espirituais, intelectuais e de negócios já compreenderam a mensagem: “A vida é um dom maravilhoso e é preciso vivê-la em toda a sua plenitude”.
Em O maior vendedor do mundo, Og Mandino demonstra que a satisfação e o bem-estar resultam do fato de o homem haver encontrado a sua verdadeira personalidade e utilizá-la na sua vida diária. Ao alcançar este objetivo - assegura o autor - todos os demais benefícios de ordem material são simplesmente uma consequência lógica.

                    O maior vendedor do mundo reflete, com singular inspiração, o belo pensamento de Emerson: “Em realidade, somos mais do que conhecemos de nós mesmos e, com frequência, ouvimos sair de nossos lábios coisas que não acreditávamos ser capazes de dizer.”","R$ 54,89"
O MONGE E O EXECUTIVO,Liderança,,"R$ 54,89"
ANTIFRÁGIL (NOVA EDIÇÃO),Livraria Cultura,"Do autor dos best-sellers A lógica do Cisne Negro e Arriscando a própria pele, Antifrágil revela como prosperar em um mundo de incertezas. Em nova tradução.

                
                Em A lógica do Cisne Negro, Taleb demonstrou que acontecimentos altamente improváveis e imprevisíveis dominam a nossa existência. Em Antifrágil, o autor confere um novo conceito à incerteza, tornando-a desejável e até mesmo necessária.  
Assim como ficamos fisicamente mais fortes quando submetidos à tensão, muitas coisas se beneficiam do estresse, da desordem e da volatilidade. O que Taleb identificou e chama de antifrágil não só tira proveito do caos, como precisa dele para sobreviver e florescer. O antifrágil está além do resiliente e do robusto. Estes resistem a choques e permanecem os mesmos; o antifrágil, por sua vez, se torna cada vez melhor. Além disso, ele é imune a erros de previsão e está protegido de eventos adversos.  
Extremamente ambicioso e multidisciplinar, Antifrágil é sobre como se comportar — e prosperar — em um mundo cheio de imprevistos. Erudita e espirituosa, a mensagem de Taleb é revolucionária: o que não é antifrágil certamente sucumbirá.  
“Mudou a minha visão de como o mundo funciona.” — Daniel Kahneman, prêmio Nobel de economia e autor de Rápido e devagar 
“Ambicioso e provocador... Extremamente divertido.” — The Economist 
“A voz mais profética de todos os tempos. Taleb é um filósofo genuinamente importante. Alguém capaz de mudar a maneira como enxergamos a estrutura do mundo somente com a força, originalidade e veracidade de suas ideias.” — GQ 
                
“Modificou o pensamento moderno.” — The Times (Londres)","R$ 131,89"
MAESTRIA,Liderança,,"R$ 69,90"
DEIXE DE SER POBRE,Marketing,"Eduardo Feldberg sempre foi fascinado pelo modo com que as pessoas lidam e investem o próprio dinheiro. Depois de uma formação em música, ele começou a observar o universo das finanças, mas percebeu que a maioria dos conteúdos tinham a mesma fórmula: um engravatado usando termos complicados, mais confundindo do que ajudando os que o assistiam. E também estava indignado: ‘com o fato de que muita gente boa trabalha demais o tempo todo para, no final das contas, ter uma vida mais lascada que joelho de freira.’

Então, foi criado o ‘Primo Pobre’, canal no YouTube com mais de 1,3 milhão de seguidores, destinado para o ‘povão’, para quem cansou de não entender a própria vida financeira e quer aprender a cuidar das finanças de forma fácil e descomplicada. Porque, afinal, todo brasileiro merece a tranquilidade de pagar as contas do mês, sair para almoçar com a família em um lugar legal, e conseguir investir um pouco do dinheiro.","R$ 59,90"
ESSENCIALISMO,Livraria Cultura,"Da lista de mais vendidos do The New York Times – 1 milhão de exemplares vendidos no mundo.
                

                    Nova edição em capa dura.
                

                    Inclui o Desafio 21 Dias de Essencialismo.
                


                    O essencialista não faz mais coisas em menos tempo – ele faz apenas as coisas certas.
                
Se você se sente sobrecarregado e ao mesmo tempo subutilizado, ocupado mas pouco produtivo, e se o seu tempo parece servir apenas aos interesses dos outros, você precisa conhecer o essencialismo.
O essencialismo é mais do que uma técnica de gestão de tempo ou de produtividade. É um método para identificar o que é vital e eliminar todo o resto, para que possamos dar a maior contribuição possível àquilo que realmente importa.
Quando tentamos dar conta de tudo e ter tudo, fazemos concessões que nos afastam da nossa meta. Se não decidimos onde devemos concentrar nosso tempo e nossa energia, outras pessoas – chefes, colegas, clientes e até a família – decidem por nós, e logo perdemos de vista tudo o que é significativo.
Neste livro, Greg McKeown mostra que, para equilibrar trabalho e vida pessoal, é preciso eliminar o que não é essencial e se livrar de desperdícios de tempo. Devemos aprender a reduzir, simplificar e manter o foco em nossos objetivos.
Quando realizamos tarefas que não aproveitam nossos talentos e assumimos compromissos só para agradar aos outros, abrimos mão do nosso poder de escolha. O essencialista toma as próprias decisões – e só entra em ação se puder fazer a diferença","R$ 71,39"
